	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2015"	"2015"	"Indiana"	"18"	62713	6619680	947.37
	"2015"	"2015"	"Iowa"	"19"	29600	3123899	947.53
	"2015"	"2015"	"Kansas"	"20"	26664	2911641	915.77
	"2015"	"2015"	"Kentucky"	"21"	46564	4425092	1052.27
	"2015"	"2015"	"Louisiana"	"22"	43716	4670724	935.96
	"2015"	"2015"	"Maine"	"23"	14479	1329328	1089.20
	"2015"	"2015"	"Maryland"	"24"	47247	6006401	786.61
	"2015"	"2015"	"Massachusetts"	"25"	57806	6794422	850.79
	"2015"	"2015"	"Michigan"	"26"	95140	9922576	958.82
	"2015"	"2015"	"Minnesota"	"27"	42800	5489594	779.66
	"2015"	"2015"	"Mississippi"	"28"	31783	2992333	1062.15
	"2015"	"2015"	"Missouri"	"29"	59871	6083672	984.13
	"2015"	"2015"	"Montana"	"30"	9942	1032949	962.49
	"2015"	"2015"	"Nebraska"	"31"	16740	1896190	882.82
	"2015"	"2015"	"Nevada"	"32"	22879	2890845	791.43
	"2015"	"2015"	"New Hampshire"	"33"	11984	1330608	900.64
	"2015"	"2015"	"New Jersey"	"34"	72271	8958013	806.77
	"2015"	"2015"	"New Mexico"	"35"	17685	2085109	848.16
	"2015"	"2015"	"New York"	"36"	153628	19795791	776.06
	"2015"	"2015"	"North Carolina"	"37"	89133	10042802	887.53
	"2015"	"2015"	"North Dakota"	"38"	6223	756927	822.14
	"2015"	"2015"	"Ohio"	"39"	118188	11613423	1017.68
	"2015"	"2015"	"Oklahoma"	"40"	39422	3911338	1007.89
	"2015"	"2015"	"Oregon"	"41"	35705	4028977	886.21
	"2015"	"2015"	"Pennsylvania"	"42"	132598	12802503	1035.72
	"2015"	"2015"	"Rhode Island"	"44"	10163	1056298	962.13
	"2015"	"2015"	"South Carolina"	"45"	47198	4896146	963.98
	"2015"	"2015"	"South Dakota"	"46"	7731	858469	900.56
	"2015"	"2015"	"Tennessee"	"47"	66570	6600299	1008.59
	"2015"	"2015"	"Texas"	"48"	189654	27469114	690.43
	"2015"	"2015"	"Utah"	"49"	17334	2995919	578.59
	"2015"	"2015"	"Vermont"	"50"	5919	626042	945.46
	"2015"	"2015"	"Virginia"	"51"	65577	8382993	782.26
	"2015"	"2015"	"Washington"	"53"	54595	7170351	761.40
	"2015"	"2015"	"West Virginia"	"54"	22752	1844128	1233.75
	"2015"	"2015"	"Wisconsin"	"55"	51264	5771337	888.25
	"2015"	"2015"	"Wyoming"	"56"	4778	586107	815.21
	"2016"	"2016"	"Alabama"	"01"	52466	4863300	1078.81
	"2016"	"2016"	"Alaska"	"02"	4494	741894	605.75
	"2016"	"2016"	"Arizona"	"04"	56645	6931071	817.26
	"2016"	"2016"	"Arkansas"	"05"	31756	2988248	1062.70
	"2016"	"2016"	"California"	"06"	262240	39250017	668.13
	"2016"	"2016"	"Colorado"	"08"	37530	5540545	677.37
	"2016"	"2016"	"Connecticut"	"09"	30543	3576452	854.00
	"2016"	"2016"	"Delaware"	"10"	8874	952065	932.08
	"2016"	"2016"	"District of Columbia"	"11"	5037	681170	739.46
	"2016"	"2016"	"Florida"	"12"	197313	20612439	957.25
	"2016"	"2016"	"Georgia"	"13"	81428	10310371	789.77
	"2016"	"2016"	"Hawaii"	"15"	10913	1428557	763.92
	"2016"	"2016"	"Idaho"	"16"	13366	1683140	794.11
	"2016"	"2016"	"Illinois"	"17"	107020	12801539	835.99
	"2016"	"2016"	"Indiana"	"18"	63473	6633053	956.92
	"2016"	"2016"	"Iowa"	"19"	29538	3134693	942.29
	"2016"	"2016"	"Kansas"	"20"	26245	2907289	902.73
	"2016"	"2016"	"Kentucky"	"21"	47827	4436974	1077.92
	"2016"	"2016"	"Louisiana"	"22"	44306	4681666	946.37
	"2016"	"2016"	"Maine"	"23"	14182	1331479	1065.13
	"2016"	"2016"	"Maryland"	"24"	48824	6016447	811.51
	"2016"	"2016"	"Massachusetts"	"25"	56961	6811779	836.21
	"2016"	"2016"	"Michigan"	"26"	96231	9928300	969.26
	"2016"	"2016"	"Minnesota"	"27"	43078	5519952	780.41
	"2016"	"2016"	"Mississippi"	"28"	31741	2988726	1062.02
	"2016"	"2016"	"Missouri"	"29"	59873	6093000	982.65
	"2016"	"2016"	"Montana"	"30"	9905	1042520	950.10
	"2016"	"2016"	"Nebraska"	"31"	16217	1907116	850.34
	"2016"	"2016"	"Nevada"	"32"	23902	2940058	812.98
	"2016"	"2016"	"New Hampshire"	"33"	12203	1334795	914.22
	"2016"	"2016"	"New Jersey"	"34"	73155	8944469	817.88
	"2016"	"2016"	"New Mexico"	"35"	18365	2081015	882.50
	"2016"	"2016"	"New York"	"36"	154358	19745289	781.75
	"2016"	"2016"	"North Carolina"	"37"	90465	10146788	891.56
	"2016"	"2016"	"North Dakota"	"38"	6242	757952	823.53
	"2016"	"2016"	"Ohio"	"39"	119572	11614373	1029.52
	"2016"	"2016"	"Oklahoma"	"40"	39276	3923561	1001.03
	"2016"	"2016"	"Oregon"	"41"	35778	4093465	874.03
	"2016"	"2016"	"Pennsylvania"	"42"	133040	12784227	1040.66
	"2016"	"2016"	"Rhode Island"	"44"	9735	1056426	921.50
	"2016"	"2016"	"South Carolina"	"45"	48130	4961119	970.14
	"2016"	"2016"	"South Dakota"	"46"	7845	865454	906.46
	"2016"	"2016"	"Tennessee"	"47"	67857	6651194	1020.22
	"2016"	"2016"	"Texas"	"48"	191966	27862596	688.97
	"2016"	"2016"	"Utah"	"49"	17913	3051217	587.08
	"2016"	"2016"	"Vermont"	"50"	5909	624594	946.05
	"2016"	"2016"	"Virginia"	"51"	66473	8411808	790.23
	"2016"	"2016"	"Washington"	"53"	54769	7288000	751.50
	"2016"	"2016"	"West Virginia"	"54"	22732	1831102	1241.44
	"2016"	"2016"	"Wisconsin"	"55"	51815	5778708	896.65
	"2016"	"2016"	"Wyoming"	"56"	4722	585501	806.49
	"2017"	"2017"	"Alabama"	"01"	53238	4874747	1092.12
	"2017"	"2017"	"Alaska"	"02"	4411	739795	596.25
	"2017"	"2017"	"Arizona"	"04"	57758	7016270	823.20
	"2017"	"2017"	"Arkansas"	"05"	32588	3004279	1084.72
	"2017"	"2017"	"California"	"06"	268189	39536653	678.33
	"2017"	"2017"	"Colorado"	"08"	38063	5607154	678.83
	"2017"	"2017"	"Connecticut"	"09"	31312	3588184	872.64
	"2017"	"2017"	"Delaware"	"10"	9178	961939	954.11
	"2017"	"2017"	"District of Columbia"	"11"	4965	693972	715.45
	"2017"	"2017"	"Florida"	"12"	203636	20984400	970.42
	"2017"	"2017"	"Georgia"	"13"	83098	10429379	796.77
	"2017"	"2017"	"Hawaii"	"15"	11390	1427538	797.88
	"2017"	"2017"	"Idaho"	"16"	14011	1716943	816.04
	"2017"	"2017"	"Illinois"	"17"	109721	12802023	857.06
	"2017"	"2017"	"Indiana"	"18"	65597	6666818	983.93
	"2017"	"2017"	"Iowa"	"19"	30530	3145711	970.53
	"2017"	"2017"	"Kansas"	"20"	27063	2913123	929.00
	"2017"	"2017"	"Kentucky"	"21"	48212	4454189	1082.40
	"2017"	"2017"	"Louisiana"	"22"	45804	4684333	977.81
	"2017"	"2017"	"Maine"	"23"	14676	1335907	1098.58
	"2017"	"2017"	"Maryland"	"24"	49926	6052177	824.93
	"2017"	"2017"	"Massachusetts"	"25"	58803	6859819	857.21
	"2017"	"2017"	"Michigan"	"26"	97602	9962311	979.71
	"2017"	"2017"	"Minnesota"	"27"	44371	5576606	795.66
	"2017"	"2017"	"Mississippi"	"28"	32280	2984100	1081.73
	"2017"	"2017"	"Missouri"	"29"	61876	6113532	1012.12
	"2017"	"2017"	"Montana"	"30"	10200	1050493	970.97
	"2017"	"2017"	"Nebraska"	"31"	16878	1920076	879.03
	"2017"	"2017"	"Nevada"	"32"	24657	2998039	822.44
	"2017"	"2017"	"New Hampshire"	"33"	12504	1342795	931.19
	"2017"	"2017"	"New Jersey"	"34"	74846	9005644	831.10
	"2017"	"2017"	"New Mexico"	"35"	18673	2088070	894.27
	"2017"	"2017"	"New York"	"36"	155358	19849399	782.68
	"2017"	"2017"	"North Carolina"	"37"	93157	10273419	906.78
	"2017"	"2017"	"North Dakota"	"38"	6415	755393	849.23
	"2017"	"2017"	"Ohio"	"39"	123648	11658609	1060.57
	"2017"	"2017"	"Oklahoma"	"40"	40452	3930864	1029.09
	"2017"	"2017"	"Oregon"	"41"	36624	4142776	884.04
	"2017"	"2017"	"Pennsylvania"	"42"	135656	12805537	1059.35
	"2017"	"2017"	"Rhode Island"	"44"	10157	1059639	958.53
	"2017"	"2017"	"South Carolina"	"45"	49441	5024369	984.02
	"2017"	"2017"	"South Dakota"	"46"	7996	869666	919.43
	"2017"	"2017"	"Tennessee"	"47"	70096	6715984	1043.72
	"2017"	"2017"	"Texas"	"48"	198106	28304596	699.91
	"2017"	"2017"	"Utah"	"49"	18035	3101833	581.43
	"2017"	"2017"	"Vermont"	"50"	6007	623657	963.19
	"2017"	"2017"	"Virginia"	"51"	68579	8470020	809.67
	"2017"	"2017"	"Washington"	"53"	56995	7405743	769.61
	"2017"	"2017"	"West Virginia"	"54"	23276	1815857	1281.82
	"2017"	"2017"	"Wisconsin"	"55"	52681	5795483	909.00
	"2017"	"2017"	"Wyoming"	"56"	4768	579315	823.04
	"2018"	"2018"	"Alabama"	"01"	54352	4887871	1111.98
	"2018"	"2018"	"Alaska"	"02"	4453	737438	603.85
	"2018"	"2018"	"Arizona"	"04"	59282	7171646	826.62
	"2018"	"2018"	"Arkansas"	"05"	32336	3013825	1072.92
	"2018"	"2018"	"California"	"06"	268818	39557045	679.57
	"2018"	"2018"	"Colorado"	"08"	38526	5695564	676.42
	"2018"	"2018"	"Connecticut"	"09"	31230	3572665	874.14
	"2018"	"2018"	"Delaware"	"10"	9433	967171	975.32
	"2018"	"2018"	"District of Columbia"	"11"	5008	702455	712.93
	"2018"	"2018"	"Florida"	"12"	205426	21299325	964.47
	"2018"	"2018"	"Georgia"	"13"	85202	10519475	809.95
	"2018"	"2018"	"Hawaii"	"15"	11415	1420491	803.60
	"2018"	"2018"	"Idaho"	"16"	14261	1754208	812.96
	"2018"	"2018"	"Illinois"	"17"	110022	12741080	863.52
	"2018"	"2018"	"Indiana"	"18"	65693	6691878	981.68
	"2018"	"2018"	"Iowa"	"19"	30367	3156145	962.15
	"2018"	"2018"	"Kansas"	"20"	27537	2911505	945.80
	"2018"	"2018"	"Kentucky"	"21"	48707	4468402	1090.03
	"2018"	"2018"	"Louisiana"	"22"	46048	4659978	988.16
	"2018"	"2018"	"Maine"	"23"	14715	1338404	1099.44
	"2018"	"2018"	"Maryland"	"24"	50568	6042718	836.84
	"2018"	"2018"	"Massachusetts"	"25"	59152	6902149	857.01
	"2018"	"2018"	"Michigan"	"26"	98903	9995915	989.43
	"2018"	"2018"	"Minnesota"	"27"	44745	5611179	797.43
	"2018"	"2018"	"Mississippi"	"28"	32301	2986530	1081.56
	"2018"	"2018"	"Missouri"	"29"	63117	6126452	1030.24
	"2018"	"2018"	"Montana"	"30"	9992	1062305	940.60
	"2018"	"2018"	"Nebraska"	"31"	16904	1929268	876.19
	"2018"	"2018"	"Nevada"	"32"	24715	3034392	814.50
	"2018"	"2018"	"New Hampshire"	"33"	12774	1356458	941.72
	"2018"	"2018"	"New Jersey"	"34"	75765	8908520	850.48
	"2018"	"2018"	"New Mexico"	"35"	19007	2095428	907.07
	"2018"	"2018"	"New York"	"36"	157183	19542209	804.33
	"2018"	"2018"	"North Carolina"	"37"	93885	10383620	904.16
	"2018"	"2018"	"North Dakota"	"38"	6445	760077	847.94
	"2018"	"2018"	"Ohio"	"39"	124264	11689442	1063.04
	"2018"	"2018"	"Oklahoma"	"40"	40933	3943079	1038.10
	"2018"	"2018"	"Oregon"	"41"	36187	4190713	863.50
	"2018"	"2018"	"Pennsylvania"	"42"	134702	12807060	1051.78
	"2018"	"2018"	"Rhode Island"	"44"	10083	1057315	953.64
	"2018"	"2018"	"South Carolina"	"45"	50640	5084127	996.04
	"2018"	"2018"	"South Dakota"	"46"	7971	882235	903.50
	"2018"	"2018"	"Tennessee"	"47"	71078	6770010	1049.90
	"2018"	"2018"	"Texas"	"48"	202211	28701845	704.52
	"2018"	"2018"	"Utah"	"49"	18354	3161105	580.62
	"2018"	"2018"	"Vermont"	"50"	6027	626299	962.32
	"2018"	"2018"	"Virginia"	"51"	69359	8517685	814.29
	"2018"	"2018"	"Washington"	"53"	56877	7535591	754.78
	"2018"	"2018"	"West Virginia"	"54"	23478	1805832	1300.12
	"2018"	"2018"	"Wisconsin"	"55"	53684	5813568	923.43
	"2018"	"2018"	"Wyoming"	"56"	5070	577737	877.56
	"2019"	"2019"	"Alabama"	"01"	54108	4903185	1103.53
	"2019"	"2019"	"Alaska"	"02"	4613	731545	630.58
	"2019"	"2019"	"Arizona"	"04"	60236	7278717	827.56
	"2019"	"2019"	"Arkansas"	"05"	32888	3017804	1089.80
	"2019"	"2019"	"California"	"06"	269831	39512223	682.91
	"2019"	"2019"	"Colorado"	"08"	39390	5758736	684.00
	"2019"	"2019"	"Connecticut"	"09"	31745	3565287	890.39
	"2019"	"2019"	"Delaware"	"10"	9302	973764	955.26
	"2019"	"2019"	"District of Columbia"	"11"	4927	705749	698.12
	"2019"	"2019"	"Florida"	"12"	207002	21477737	963.80
	"2019"	"2019"	"Georgia"	"13"	85814	10617423	808.24
	"2019"	"2019"	"Hawaii"	"15"	11559	1415872	816.39
	"2019"	"2019"	"Idaho"	"16"	14430	1787065	807.47
	"2019"	"2019"	"Illinois"	"17"	109096	12671821	860.93
	"2019"	"2019"	"Indiana"	"18"	66001	6732219	980.38
	"2019"	"2019"	"Iowa"	"19"	30867	3155070	978.33
	"2019"	"2019"	"Kansas"	"20"	27682	2913314	950.19
	"2019"	"2019"	"Kentucky"	"21"	48990	4467673	1096.54
	"2019"	"2019"	"Louisiana"	"22"	45938	4648794	988.17
	"2019"	"2019"	"Maine"	"23"	15065	1344212	1120.73
	"2019"	"2019"	"Maryland"	"24"	50800	6045680	840.27
	"2019"	"2019"	"Massachusetts"	"25"	58630	6892503	850.63
	"2019"	"2019"	"Michigan"	"26"	99084	9986857	992.14
	"2019"	"2019"	"Minnesota"	"27"	45514	5639632	807.04
	"2019"	"2019"	"Mississippi"	"28"	32964	2976149	1107.61
	"2019"	"2019"	"Missouri"	"29"	62401	6137428	1016.73
	"2019"	"2019"	"Montana"	"30"	10402	1068778	973.26
	"2019"	"2019"	"Nebraska"	"31"	16970	1934408	877.27
	"2019"	"2019"	"Nevada"	"32"	25586	3080156	830.67
	"2019"	"2019"	"New Hampshire"	"33"	12744	1359711	937.26
	"2019"	"2019"	"New Jersey"	"34"	75010	8882190	844.50
	"2019"	"2019"	"New Mexico"	"35"	19512	2096829	930.55
	"2019"	"2019"	"New York"	"36"	156375	19453561	803.84
	"2019"	"2019"	"North Carolina"	"37"	95881	10488084	914.19
	"2019"	"2019"	"North Dakota"	"38"	6702	762062	879.46
	"2019"	"2019"	"Ohio"	"39"	123717	11689100	1058.40
	"2019"	"2019"	"Oklahoma"	"40"	40930	3956971	1034.38
	"2019"	"2019"	"Oregon"	"41"	37370	4217737	886.02
	"2019"	"2019"	"Pennsylvania"	"42"	133983	12801989	1046.58
	"2019"	"2019"	"Rhode Island"	"44"	10256	1059361	968.13
	"2019"	"2019"	"South Carolina"	"45"	50962	5148714	989.80
	"2019"	"2019"	"South Dakota"	"46"	8270	884659	934.82
	"2019"	"2019"	"Tennessee"	"47"	71935	6829174	1053.35
	"2019"	"2019"	"Texas"	"48"	203362	28995881	701.35
	"2019"	"2019"	"Utah"	"49"	18736	3205958	584.41
	"2019"	"2019"	"Vermont"	"50"	5956	623989	954.50
	"2019"	"2019"	"Virginia"	"51"	70325	8535519	823.91
	"2019"	"2019"	"Washington"	"53"	58263	7614893	765.12
	"2019"	"2019"	"West Virginia"	"54"	23404	1792147	1305.92
	"2019"	"2019"	"Wisconsin"	"55"	54189	5822434	930.69
	"2019"	"2019"	"Wyoming"	"56"	5121	578759	884.82
	"2020 "	"2020"	"Alabama"	"01"	64779	4921532	1316.24
	"2020 "	"2020"	"Alaska"	"02"	5170	731158	707.10
	"2020 "	"2020"	"Arizona"	"04"	75747	7421401	1020.66
	"2020 "	"2020"	"Arkansas"	"05"	38108	3030522	1257.47
	"2020 "	"2020"	"California"	"06"	319808	39368078	812.35
	"2020 "	"2020"	"Colorado"	"08"	46918	5807719	807.86
	"2020 "	"2020"	"Connecticut"	"09"	37853	3557006	1064.18
	"2020 "	"2020"	"Delaware"	"10"	11072	986809	1122.00
	"2020 "	"2020"	"District of Columbia"	"11"	6198	712816	869.51
	"2020 "	"2020"	"Florida"	"12"	239685	21733312	1102.85
	"2020 "	"2020"	"Georgia"	"13"	103075	10710017	962.42
	"2020 "	"2020"	"Hawaii"	"15"	12033	1407006	855.22
	"2020 "	"2020"	"Idaho"	"16"	16402	1826913	897.80
	"2020 "	"2020"	"Illinois"	"17"	132663	12587530	1053.92
	"2020 "	"2020"	"Indiana"	"18"	78194	6754953	1157.58
	"2020 "	"2020"	"Iowa"	"19"	35981	3163561	1137.36
	"2020 "	"2020"	"Kansas"	"20"	32060	2913805	1100.28
	"2020 "	"2020"	"Kentucky"	"21"	55880	4477251	1248.09
	"2020 "	"2020"	"Louisiana"	"22"	56752	4645318	1221.70
	"2020 "	"2020"	"Maine"	"23"	15740	1350141	1165.80
	"2020 "	"2020"	"Maryland"	"24"	60072	6055802	991.97
	"2020 "	"2020"	"Massachusetts"	"25"	68223	6893574	989.66
	"2020 "	"2020"	"Michigan"	"26"	117106	9966555	1174.99
	"2020 "	"2020"	"Minnesota"	"27"	52372	5657342	925.74
	"2020 "	"2020"	"Mississippi"	"28"	40190	2966786	1354.66
	"2020 "	"2020"	"Missouri"	"29"	73887	6151548	1201.11
	"2020 "	"2020"	"Montana"	"30"	12027	1080577	1113.02
	"2020 "	"2020"	"Nebraska"	"31"	19549	1937552	1008.95
	"2020 "	"2020"	"Nevada"	"32"	30618	3138259	975.64
	"2020 "	"2020"	"New Hampshire"	"33"	13700	1366275	1002.73
	"2020 "	"2020"	"New Jersey"	"34"	96003	8882371	1080.83
	"2020 "	"2020"	"New Mexico"	"35"	23807	2106319	1130.27
	"2020 "	"2020"	"New York"	"36"	203341	19336776	1051.58
	"2020 "	"2020"	"North Carolina"	"37"	109449	10600823	1032.46
	"2020 "	"2020"	"North Dakota"	"38"	8052	765309	1052.12
	"2020 "	"2020"	"Ohio"	"39"	143700	11693217	1228.92
	"2020 "	"2020"	"Oklahoma"	"40"	47809	3980783	1200.99
	"2020 "	"2020"	"Oregon"	"41"	40220	4241507	948.25
	"2020 "	"2020"	"Pennsylvania"	"42"	155546	12783254	1216.80
	"2020 "	"2020"	"Rhode Island"	"44"	11819	1057125	1118.03
	"2020 "	"2020"	"South Carolina"	"45"	61223	5218040	1173.29
	"2020 "	"2020"	"South Dakota"	"46"	9861	892717	1104.61
	"2020 "	"2020"	"Tennessee"	"47"	84205	6886834	1222.70
	"2020 "	"2020"	"Texas"	"48"	250339	29360759	852.63
	"2020 "	"2020"	"Utah"	"49"	21497	3249879	661.47
	"2020 "	"2020"	"Vermont"	"50"	6459	623347	1036.18
	"2020 "	"2020"	"Virginia"	"51"	80596	8590563	938.19
	"2020 "	"2020"	"Washington"	"53"	63146	7693612	820.76
	"2020 "	"2020"	"West Virginia"	"54"	26106	1784787	1462.70
	"2020 "	"2020"	"Wisconsin"	"55"	62706	5832655	1075.09
	"2020 "	"2020"	"Wyoming"	"56"	5983	582328	1027.43
